Severity,Affected sq km,Magnitude (M),Centroid X,Centroid Y,Dead
1,282.98,4.8,-81.1113,8.7965,Low
1.5,59723.23,6,121.37,15.9469,Low
2,3381.58,6.1,126.27,38.7791,Very High
1.5,45292.27,5.4,8.195,1.5918,Low
1.5,9576.58,4.6,121.195,15.244,Low
1,8218.79,4.5,122.436,0.782182,Low
1,19591.1,5,44.8967,41.7,Low
2,29832.3,5.5,117.72,42.3329,High
1.5,92141.11,6.4,113.4,31.4158,High
1.5,2453.67,5.2,-95.887,29.578,High
2,7922.95,5.3,13.566,33.424,Low
1.5,992.76,4.5,28.871,46.8848,Low
1,2638.64,4.7,86.557,26.194,Low
1.5,684.92,4.8,36.7667,41.185,Low
2,18552.42,5.6,38.5436,44.8644,Very High
1.5,2643786.56,7.6,16.943,33.4553,Low
1.5,7154.75,5.6,65.555,33.6249,Low
1.5,213387.37,6.4,-122.811,53.8526,Low
1.5,956.29,5.1,92.988,22.1723,Low
2,67994.98,6.2,-82.4958,28.9635,Low
1.5,2116.97,5.1,-85.5123,3.3632,Low
1.5,1894.52,5.1,12.939,24.587,Low
1,23515.69,5.1,124.785,6.87373,Low
1.5,2919.16,6.3,92.4354,26.5659,Low
1,673741.48,6.7,-132.89,61.4228,Low
1,6519.13,4.7,-86.5954,14.1478,Low
1.5,22717.12,5.5,157.95,68.9,Low
1,43315.84,5.6,33.3224,1.99,Low
1,14162.67,4.9,7.48,37.528,Low
1,15849.6,4.9,44.5194,42.681,Low
1,4592.49,5.3,3.799,-2.41184,Low
1.5,15617.69,7.2,16.493,32.4515,High
2,127883.42,6.3,-62.228,-3.6498,High
1.5,21754.66,5.4,64.1872,34.2696,Low
2,4395.45,4.4,83.837,28.524,Low
1.5,7436.1,5.9,-73.738,3.66,Low
1.5,1266.17,5.7,35.189,-0.191962,High
1.5,233126.25,6.2,51.64,2.5946,Low
1.5,12344.81,6.6,-59.2722,-23.6467,Low
1,43617.54,5.6,29.3596,-1.495,Low
1,117773.22,6.3,36.2141,-2.44123,Low
1,68112.64,7.1,4.2645,55.6236,Low
1.5,35151.93,6,-72.5821,19.4433,Low
1,545.75,4.4,123.278,13.6288,Low
1.5,544.53,4.7,-67.4996,46.5994,Low
2,5579.97,5.4,178.17,-17.7982,Low
1.5,8887.6,6.3,-69.48,-52.8256,Low
1.5,39793.6,6.2,-79.4951,-0.5987,Low
1.5,566733.66,6.6,46.9438,-18.9673,High
1,6851.66,4.7,34.7926,-1.8397,Low
1,4597.4,4.3,116.93,-3.18435,Low
1,594.251,3.4,34.4615,31.4583,Low
1.5,246.16,4.1,-159.53,22.625,Low
1.5,41623.96,5.3,8.69862,35.1163,Low
2,17263.87,7.1,-67.9865,-1.4897,Low
1,194382.95,6.2,13.416,-2.58568,Low
1,5438.9,5.6,12.874,9.85967,Low
1,39825.28,5.5,125.265,8.22392,Low
1,1253.82,4.6,16.658,-6.31874,Low
1.5,869.96,3.6,122.12,7.15665,Low
1,9251,4.6,21.56,39.8677,Low
1.5,47136.84,5.6,24.2576,42.555,Low
1.5,7754.36,4.5,112.51,-7.48277,Low
2,761154.11,7.8,146.646,-21.7176,Low
1.5,4927.68,5.1,178.76,-17.784,Low
1.5,269445.71,7.1,34.721,-21.4513,Medium
1,45582.67,6.1,15.4558,-6.28412,Medium
1,416574.71,6.6,-43.4893,-19.4637,Low
1,11666.14,5,99.4238,8.77228,Low
1,2457.47,4.6,11.236,-7.37953,Low
1,256.88,4.2,8.4521,9.346,Low
2,59.64,4.5,39.377,-6.9174,Low
1,221.76,5.1,13.7,2.5574,Low
2,23573.86,5.5,124.875,8.52649,Extreme
2,3888.1,4.6,173.188,-41.4857,Extreme
1,1254.6,3.9,12.8,-0.914218,Extreme
1.5,9789.33,5.5,36.1168,0.385821,Low
1.5,15384.57,5.1,3.66,-29.284,Low
1,4537.95,6.1,149.372,-29.4584,Low
1,11294.19,4.7,1.378,1.69854,Low
1.5,376.39,4.4,125.927,8.8596,Low
2,57194.3,6.7,-73.9399,4.6489,Extreme
1.5,22324.63,6.1,34.3836,2.5731,Extreme
1.5,411.11,5.6,4.1672,2.1885,Low
2,4696.7,4.8,9.33422,44.4216,Low
1,9829.52,4.6,-0.945865,5.58466,Low
2,31197.53,7.2,-1.833,18.282,Low
1,32113.8,5,27.9719,39.145,Low
1,288785.8,5.8,1.727,29.5654,Low
1.5,2432.22,5.6,19.5,22.248,Low
2,1852.7,5.3,121.548,17.343,Low
1.5,27751.69,6.1,86.22,2.6511,Low
1,2172.21,5.4,25.5621,13.931,Low
1.5,3356.9,6,73.9531,22.321,Low
1.5,37846.35,6.1,33.6678,1.6644,Medium
1.5,7452.9,6.5,4.55533,14.959,Low
2,252912.89,7,-74.621,4.1862,Low
1.5,213.55,5.6,4.47296,8.73715,Low
2,47599.43,5.7,71.7428,38.2779,High
1.5,1215861.78,7.9,19.532,37.4167,Low
1.5,32667.16,6.6,69.669,25.123,Extreme
1.5,5117.38,6.3,92.1815,26.5897,Low
1.5,2554.78,5.9,35.5731,0.125662,Low
2,4941.51,6.6,86.2422,26.3755,Very High
2,13466.62,6.4,15.51,12.43,Extreme
2,28684.15,6.3,88.3453,22.356,Medium
1,2792.61,5.1,7.5453,35.2213,Low
2,96785.77,7.5,12.822,17.382,High
1.5,2644.85,5.2,-79.3744,35.855,Low
1.5,2822.38,5.5,-7.4897,19.1316,Low
2,1784.77,5.7,126.872,37.857,High
1.5,129795.35,6.1,-52.643,-3.343,Low
1.5,8559.51,6.4,8.9261,28.5244,Low
1,5513.28,5.6,-0.452256,7.84386,Low
1.5,19191.59,5.4,89.463,22.5641,Low
1.5,1341347.9,7.4,18.111,27.633,Low
1,157.1,5.1,44.7839,38.461,Low
1,2669.11,6.2,-38.1133,-8.6547,Low
1.5,13.35,6.1,8.6417,12.5947,Low
1.5,46388.45,6.2,82.2779,28.981,Low
1.5,185791.33,6.2,-98.752,22.1168,Low
1.5,43197.43,5.5,-7.9765,18.855,Low
1,2723.38,5.8,94.349,27.3624,Low
1,42377.33,6,86.1969,26.844,Low
1.5,36797.7,5.6,11.556,19.381,Low
2,16.97,5.7,-11.36,48.346,Low
1,189593.5,6.5,134.953,48.8518,Low
1.5,6361.93,4.3,126.5,7.39811,Low
1,14448.97,5,-3.23691,5.96536,Low
1.5,115468.68,6.1,12.561,36.9861,Low
1.5,31965.46,5.5,69.795,27.9311,Low
1,26865.71,5,43.442,42.348,Low
1,41239.79,5.2,85.8723,2.7933,Low
1,9823.33,6,152.81,-29.8414,Low
1,5689.63,5.5,9.65431,62.3574,Low
1.5,23686.96,6.6,-74.1581,5.69693,Extreme
2,431896.52,7.4,114.478,27.8963,Very High
1.5,717.83,6.3,125.28,8.3634,Low
1,5634.34,5.3,-96.8541,52.2558,Low
1,1912.27,5.9,2.895,32.748,Low
1,1115.2,4,-71.9966,18.5965,Low
1,287.38,5.4,76.7588,1.8365,Low
1.5,23537.98,6.3,-99.4732,43.5376,Low
1,5465.46,4,2.878,43.48,Low
2,17153.74,7,-15.666,45.2971,Low
2,5274.9,5.6,-73.141,45.6264,Low
1.5,3179.22,4.3,124.192,13.6588,Low
1.5,2882.18,6.2,-4.1191,-9.67979,Low
2,239421.33,7.3,-9.8266,34.959,Low
1,9766.63,4.5,124.355,-9.7872,Low
1,37648.86,5.6,-64.7721,7.67716,Low
1,27433.59,7.1,-73.2916,3.72167,Low
1,36993.58,6.2,-52.9178,-28.2873,Low
1,788.55,4.3,41.5757,36.888,Low
1.5,137262.92,6.9,37.5593,-6.64778,Low
1,21122.92,6.2,-79.3526,38.62,Low
1.5,213195.15,6.8,53.6734,51.448,Low
1.5,17351.66,5.4,137.834,-4.3991,Low
2,4628.32,7.6,-97.2192,48.6788,Low
1.5,12874.48,6.7,2.642,-18.1881,High
1,3158.94,4.8,1.482,6.829,High
1,23979.38,4.7,98.9728,3.32971,High
2,33575.43,6.1,99.277,8.66649,High
1.5,7361.19,4.3,11.212,4.85749,High
2,465.1,4.8,147.327,-41.4217,High
2,11451.18,6.1,122.73,-18.939,High
1,4788.61,5.9,22.8815,-18.384,High
1.5,124445.34,6.1,-48.1626,-23.783,Low
1.5,25963.78,5.3,125.91,8.1431,Low
1,236.7,3.7,36.397,34.5222,Low
2,4766.62,4,14.823,37.822,Low
1,457221.41,7,146.658,-19.7897,Low
1.5,1163517.11,7.6,-83.56,36.7798,Low
1.5,4156.24,5.1,97.985,4.211,Low
1.5,4197.8,4.3,115.87,-8.41426,Low
1.5,122139.84,6.4,-65.5997,-16.4659,Low
1,13522.5,6.4,-71.7581,-14.5325,Low
1,36529.58,5.8,12.77,2.65259,Low
1,63337.57,5.6,63.9941,35.754,Low
1,19634.43,5.5,28.783,-29.525,Low
1.5,44521.72,5.4,124.865,7.9527,Low
1.5,19891.49,5.6,8.5342,8.51316,Low
1,85174.87,5.2,-64.418,-21.91,Medium
1.5,62167.77,5.6,14.669,-4.528,Low
1.5,3623.61,4.6,125.779,9.444,Low
1.5,1241.11,4.9,175.634,-36.617,Low
1.5,3361.71,5.4,39.9448,21.3521,Low
1,142.99,4.5,18.26,-6.8436,Low
1,17419.69,4.8,7.63154,5.3468,Low
2,22133.29,5.8,81.2522,7.6326,Low
1.5,134636.7,6.8,28.47,-31.553,Low
2,587384.59,7.3,-43.449,-18.7387,Extreme
2,1773.79,5.6,125.566,8.13264,High
2,911256.21,7.9,147.631,-24.7747,Medium
1.5,175962.13,6.5,115.135,-24.6815,Medium
1.5,355567.84,6.7,-12.733,38.8497,Medium
1.5,1918.8,5.3,-67.4496,48.2618,Medium
1,23546.82,5.1,23.3257,48.5418,Medium
1.5,2375.6,5.6,-78.5977,8.88357,Low
1,2249.53,5,-5.86579,37.811,Low
1.5,57474.5,6.3,78.4773,9.88679,Low
1,27315.31,5.6,21.4697,4.167,Low
2,11737.38,6.5,2.7292,44.151,Low
1.5,1876.53,6.8,-66.9385,9.77646,Low
2,7791.19,5.5,-7.83745,32.5114,Low
2,8321.36,7.6,147.388,-29.8384,Low
2,45583.59,6.4,18.3,15.1821,Very High
1.5,114146.22,7.8,-72.964,4.11351,Low
1.5,8727.83,4.8,-3.5777,5.7875,Low
1.5,8458.94,4.7,4.35761,5.8534,Low
1.5,4567.71,4.7,-0.89999,8.28,Low
2,18725.85,5.2,11.1382,45.1256,Low
1.5,1188.4,5.5,8.346,7.27459,Low
1,23685.1,5,121.614,-8.67221,Low
1,44792.72,5.4,11.922,5.61628,Low
1.5,39742.27,5.6,-75.8813,2.4766,Low
1.5,8249.26,5.6,15.21,11.25,Low
1.5,144.4,4.9,-83.355,9.735,Low
1,33659.75,5.4,18.92,12.5176,Low
1.5,1531.91,5,121.76,17.7145,Low
2,3873.76,5.5,12.195,15.3,Low
1.5,24954,5.2,19.833,19.2123,Low
1.5,7522.87,4.7,43.425,45.9,Low
1,21254.7,5,144.27,-3.555,Low
1.5,19613.58,6.1,15.524,16.752,Very High
1.5,29265.76,5.7,91.35,24.21,Low
1.5,4896.1,4.5,151.2,-27.36,Low
1.5,26788.65,6.4,5.31,4.86,Extreme
2,3978.3,4.9,11.25,18.9,Extreme
1,23269.99,5.1,-92.198,17.9576,Extreme
1.5,11136.58,5.3,15.3,16.83,Very High
1.5,31988.88,5.4,132.811,-1.22352,High
1.5,6786.59,5,-77.2932,18.1978,Low
1.5,333.97,4.4,32.715,1.35,Low
1.5,148.23,5.4,1.35,14.445,Low
2,3873.19,4.8,-9.18,44.1,Low
2,98327.2,6.4,-87.57,14.4,Low
2,4578.38,5.6,-126.67,5.915,Low
2,6726.25,4.6,12.71,22.4293,Low
1,11289.64,4.5,87.75,25.695,Low
1.5,38537.96,5.9,82.845,26.73,High
1.5,7364.9,5.4,89.64,25.425,High
1.5,8694.6,5.4,4.5,12.78,Low
1.5,3821.99,6.3,14.625,11.385,Low
1.5,12555.81,5.4,92.25,26.235,Low
1.5,15951.54,5.6,8.55,16.29,Low
1,1531.48,4.9,-97.65,28.89,Low
1,1843.63,5.4,76.5,25.965,Low
1.5,1146.27,4.7,-7.65,16.245,Low
2,793.5,5.3,143.325,-38.7,Low
2,14761.29,6.2,-92.25,17.91,Low
1.5,58589.17,6.7,29.115,9.855,Low
1.5,35.538,3.5,124.965,4.365,Low
1,4327.9,5.1,95.49,2.88,Low
2,61977.86,7.7,14.74,13.658,Low
1,8257.4,4.2,-93.4672,42.3135,Low
1,51188.84,5.8,125.713,39.5887,Low
1.5,1452.41,5.8,76.1256,33.5267,Low
1.5,442536.33,7,99.9857,37.8435,High
1.5,45883.94,6,13.9953,51.4677,Low
1,176799.6,6.2,68.8594,35.216,High
2,129691.63,7.5,73.2579,33.3634,Very High
1,16792.23,5.9,-1.38925,12.9425,Low
1,346152.85,6,41.9223,21.515,Low
1,68318.98,5.3,15.951,22.169,Low
2,149485.12,7.4,111.74,31.5774,Low
1,1646.15,5.5,114.972,-2.1417,Low
1,132628.58,5.1,84.7848,28.3526,Low
1,21498.29,5.3,-91.26,41.582,Low
1.5,1513.16,4.7,114.1,22.6733,Low
1.5,14176.85,4.8,66.9459,3.559,Low
1.5,34784.5,5.3,121.468,17.96,Low
1.5,176263.75,6.2,47.918,16.7388,Low
1.5,68346.59,6.2,-1.55,25.5767,Low
1.5,1438.85,6.7,36.6717,18.7493,Medium
1,192748.71,5.8,86.1983,25.5869,Medium
1.5,235548.21,6.8,115.886,29.1384,Medium
1,78651.79,5.2,133.643,34.691,Medium
1,24987.26,5.5,9.355,23.9949,Medium
1,575176.16,6.9,113.171,28.56,Low
1,55999.9,5.2,41.1722,2.667,Low
1,396656.67,6.5,97.1282,39.4866,Low
1,1226.49,4.6,27.9665,46.8243,Low
1,147437.23,6.2,74.7785,3.1895,High
1.5,86589.82,5.8,-13.836,51.8657,High
1.5,3454.42,5.5,24.7926,48.5898,Low
2,2924.88,6.5,-1.417,24.3112,Low
1,15731.6,4.7,-7.3928,19.2545,Low
1,183842.33,5.7,-7.1518,6.131,Low
1,1399.49,3.6,121.66,24.9491,Low
2,32129.49,6.8,-37.7816,-6.35589,Low
1,9325.99,4.4,72.792,36.27,Medium
1,28641.6,5.2,17.75,43.9872,Medium
2,56733.12,6.4,23.1853,46.793,Low
1,1598.11,5.9,-0.98138,7.93162,Low
1,94869.51,6.1,94.15,22.284,Low
2,7699.78,4.5,6.59134,43.4973,Low
1.5,6135.21,4.4,-6.21639,43.3544,Low
2,12234.56,4.4,-94.948,34.5778,Low
1,5928.73,5.1,67.952,25.1175,Low
1,17497.1,6.4,19.7971,49.6716,Low
1,22339.98,5,125.3,6.77841,Low
1,25787.99,4.9,-97.7891,49.8757,Low
2,25183.14,5.5,169.918,-45.1567,Low
2,68697.9,6,-89.5636,14.752,Very High
1,63171.41,5.6,79.4844,15.2182,Low
1.5,234212.72,7.2,115.483,26.4442,Extreme
1.5,23813.35,6.2,93.1226,26.6381,Extreme
1,1927.85,5.5,8.594,6.83965,Low
2,121758.8,6.4,19.644,49.7736,Low
1,676.99,5,73.3855,35.5882,Low
1.5,19657.68,6.7,36.32,1.5224,Low
1,24518.72,4.9,121.994,-3.87599,Low
1,23137.24,4.8,69.4972,38.2211,Low
1,6581.91,5.9,62.2514,34.3839,Low
1,38889.73,4.9,44.314,14.344,Low
1,79123.97,5.5,-87.2776,36.678,Low
1,1391.84,6.2,113.972,-2.68196,Low
1,64627.58,5.6,23.2312,-18.6942,Low
1,1993.73,4.6,111.13,25.1481,Low
1,1657.92,4.7,-75.3832,2.2623,Low
2,13472.46,5,91.8623,26.3166,Low
1,13989.57,4.6,21.7157,43.4667,Low
1,5278.2,5,45.791,2.82383,Low
1,762.71,4.9,89.599,22.1528,Low
1,155.82,4.8,-43.3333,-22.4446,Low
1,8862.8,4.7,29.6861,-1.7437,Low
1,79653.48,5.6,24.7977,56.652,Low
2,2431.51,6.4,-74.873,39.4866,Low
1,187689.1,6.1,36.9829,53.2843,Low
1,14997.68,5.7,14.787,-4.44749,Low
1,16885.63,4.7,94.6126,27.254,Low
1,115176.36,7.2,-78.1191,41.3644,Low
2,323846.84,7,79.2127,45.791,Medium
1,27499.2,6.9,17.2457,-16.1122,Low
1,48982.93,5.6,-86.3795,32.8939,Low
1.5,432.5,6.5,34.9929,0.12257,Low
1,75196.57,5.7,31.638,1.13485,Low
1,57889.66,5.2,-73.3575,-11.8464,Low
1,46896.64,5,21.1442,44.4668,Low
1,1428.15,6.1,45.4942,9.1978,Low
1,85511.58,6.2,27.7369,-16.918,Low
2,431681.63,7.2,147.956,-26.2155,Low
1,26372.46,6,34.2547,-19.9647,Low
1,3836.32,4.1,-73.7657,18.4176,Low
2,3834.35,5.3,-1.53213,46.7732,Medium
1,98474.34,5.3,-4.4265,38.9763,Medium
2,482.991,3.3,-16.9677,32.7562,Medium
1,35772,6.4,-78.2867,-4.68221,Medium
2,311949.24,6.4,149.599,-32.424,Medium
1,87346.16,5.8,27.3388,41.163,Medium
2,2651.57,4.9,152.829,-27.228,Medium
1,2791.39,3.7,-7.5612,19.627,Medium
2,15873.35,6.1,65.189,32.547,Low
1,188865.22,5.8,145.18,-2.174,Low
1,122621.4,6.4,-99.36,19.9433,Medium
1,29288.94,6.5,-66.4995,-17.4593,Medium
1,44179.41,5.3,178.132,-37.717,Medium
1,87777.3,5.4,28.6962,-24.746,Medium
1,7273.82,5.5,31.6455,-25.593,Low
2,135281.63,6.2,-72.9391,-12.9894,Low
1.5,55636.33,6.2,-44.681,-22.984,High
1.5,13982.65,5.9,-121.527,37.4251,Low
1.5,2265.59,5.8,31.895,28.77,Low
1,1222.84,6.1,-63.612,-17.8267,Low
1,23337.85,4.8,-82.6444,9.11544,Low
1.5,6173.47,6,2.828,41.4664,Low
1.5,31378.85,6.8,149.58,-3.958,Low
1,176698.68,6.6,36.5237,1.16546,Low
2,2152.33,6.6,-43.7619,-21.8476,High
1,4932.75,5.5,12.7554,42.7931,High
1,149317.65,5.8,151.752,-31.1753,High
1,157481.42,5.5,-6.77769,31.8122,Low
1,167332.29,5.7,36.236,-6.8493,Low
1,172579,5.5,-75.18,-11.826,Low
1,15648.61,4.7,81.2742,8.2347,Low
1,478.95,4,177.919,-17.7451,Low
1,31499.21,6.1,-86.4816,32.4653,Low
1,11461.3,5.5,4.2282,21.2394,Very High
1,37559.51,5.4,12.358,4.99247,Very High
1.5,43485.41,6.1,-56.4778,-31.257,Low
1,919.91,3.3,79.9424,7.7182,Low
1,15625.3,4.5,4.139,4.8337,Low
1.5,151.3,3.5,13.833,1.438,Low
2,16621.91,6.6,-1.675,53.9986,Low
1,41544.91,6.6,-59.496,-32.9919,Low
1,39815.5,4.9,-7.51247,42.5278,Low
1,14486.49,5,1.96,5.74257,Low
1,194788.3,5.9,35.899,-6.77431,Low
1,47896.55,5,-43.1241,-22.5416,Low
1,468142.6,6.3,-83.7465,35.1595,Low
1.5,35725.31,5.5,77.8452,11.4729,Low
1,6393.73,5.1,99.9172,7.47238,Low
1,98552.75,5.5,151.64,-3.3895,Low
2,5541.42,4.5,-89.23,13.7691,Very High
1.5,44315.33,5.9,-91.498,18.484,Very High
1,14193.55,4.6,-3.12416,55.6621,Very High
1.5,124931.91,6.1,17.665,14.9121,Very High
1,16334.77,5.7,-56.2737,-25.929,Very High
1,28284.26,5.1,17.39,15.5652,Low
1,197665.4,6.3,4.6773,2.99222,Low
1,13356.4,6.5,8.692,17.2185,Low
1,5318.49,5.6,6.597,5.54356,Low
1,16325.83,5.5,138.2,36.425,Low
2,129718.42,6.4,8.7639,29.8119,Medium
2,34498.77,6,121.422,17.5757,Extreme
2,39688.88,7,78.233,15.781,Medium
2,1227.6,3.7,15.733,38.114,Low
2,27343.45,5.6,-173.454,-13.8358,Low
2,4934.16,5.6,17.982,14.928,Very High
2,25299.26,5.5,12.749,14.8722,Medium
1,2459.28,3.7,-0.145285,38.7733,Medium
1.5,47598.33,5.5,18.22,15.1885,Low
1.5,225395.1,6.4,-84.844,34.3646,Low
2,3356.99,5.8,-95.3112,18.5257,Low
2,73811.61,5.9,-0.992335,8.8594,Low
2,4776.1,5.3,98.5925,2.8995,Medium
2,642.98,6.1,5.6824,12.2596,Medium
2,2554.5,5.4,88.65,22.5263,Medium
1,34563.1,5.5,-99.25,19.5,Medium
2,3644.73,5.9,121.371,17.2296,Low
2,3687.1,4.5,28.955,41.9,Medium
1,813.71,6.3,15.155,26.6186,Medium
1,481428.64,7.4,2.93676,16.454,Low
1,59848.91,5.6,32.64,15.9846,Low
1,13717.1,5,88.1319,27.167,Low
1,851.69,4.4,-16.818,14.5762,Low
1,72244.8,5.9,94.143,26.8177,Low
1,84897.57,6,8.7483,27.629,Low
1,4744.46,4,8.6335,8.3844,Low
1,2495.18,4.7,14.792,17.8266,Low
1.5,356.13,5.1,72.2471,33.927,Low
1,6534.85,4.1,-85.6925,37.741,Low
1,11893.28,4.4,-12.7337,8.5729,Low
1.5,18366.88,4.7,136.225,35.1555,Low
2,2495.81,5.3,121.9,24.2867,Low
1.5,3538,5.3,19.773,19.1227,Low
1.5,24556.64,4.9,121.443,17.8675,Low
1.5,21198.81,5.1,85.5,26.5,Low
1.5,36975.16,5.8,125.367,7.6518,Low
1,964.54,4.3,38.199,4.6971,Low
1,18726.64,4.7,85.781,28.15,Low
1,9646.51,4.3,13.571,33.2981,Low
1,21114.11,6.3,11.18,3.859,Low
1,13171.48,4.6,38.169,4.6869,Low
1.5,1185.39,4.7,131.888,34.5636,Low
2,138925.64,6,11.935,47.825,Low
1,3358.7,3.8,-1.8248,54.3622,Low
1,2765.43,4,15.789,47.421,Low
1,1367.35,4.5,67.1852,24.8786,Low
1,66.99,4.7,17.4846,44.8711,Low
1,47243.51,5.2,121.346,17.1225,Low
1,136568.23,5.9,11.833,4.54934,Low
1,63616.23,5.6,74.7271,15.359,Low
1,327.21,5.2,18.9236,-33.68,Low
1,51611.74,5.2,-96.9696,16.4489,Low
1,77546.62,6,-1.3826,6.2262,Low
1,77546.62,6,-1.3826,6.2262,Low
1,5564.21,6,2.3857,8.28454,Low
1.5,54251.73,6.7,112.712,25.372,Low
1,99876.58,5.8,84.7692,2.2249,Low
1,128962.3,5.7,93.8215,27.481,Low
1,4931.89,5.3,89.861,25.2562,Low
1,69855.97,6.6,14.32,2.674,Low
1.5,571677.32,6.8,23.312,-16.6984,Low
1,47134.92,5.5,18.255,5.1269,Low
1,12251.46,4.7,14.7394,48.3716,Low
1,12736.56,5.7,-88.6419,13.4179,Low
1,829.6,5.4,11.283,26.8483,Low
1,33319.22,5,-84.581,42.2942,Low
1,1724.2,4.5,-4.2195,5.56989,Low
1.5,934.14,4.4,-0.99363,5.73317,Very High
1.5,27819.11,6,89.861,22.164,Low
1.5,13738.76,5.2,-81.2123,28.9812,Low
1.5,5754.23,4.5,-72.3336,19.5616,Low
1,62468.65,5.3,71.2878,38.5131,Low
1.5,21149.89,6.5,111.232,25.7563,Low
1,68691.95,5.3,152.738,-29.47,Low
2,58894.7,6,64.3991,34.88,Low
1.5,16459.25,5.2,-81.2838,37.6558,Medium
1.5,21367.43,6.1,121.356,18.25,Medium
2,484756.54,7.3,-142.32,65.4351,Medium
1.5,524373.36,6.9,-45.432,-3.1864,Low
1,6812.65,4.9,-95.5153,29.671,Low
1,9797.19,4.6,116.937,-0.298253,Low
1.5,1177.88,5.6,29.7516,-3.2684,Low
1,88516.93,5.9,63.5929,33.736,Low
2,2493.67,5.2,-67.6289,47.1571,Low
1.5,8261.7,5.4,-85.2333,3.8386,Low
2,565.67,6.8,151.35,-32.4557,Low
1,114827.26,6.1,24.235,-18.7599,High
1,1923.9,4.6,16.364,-6.5542,High
2,4441.17,6.4,1.731,-1.2654,High
1,39742.2,5.1,-97.38,48.2491,Low
1,1541.67,5.5,114.671,4.27379,Low
1,187933.27,6.1,16.6784,-17.76,Low
1,29982.11,5.4,32.173,-25.1179,Low
1,94116.41,5.6,-91.96,41.6768,Low
1.5,56344.38,6.1,3.828,-29.4144,Low
1,2157.89,5.4,121.978,0.814144,Low
1,167873.59,6.4,-62.618,-18.7599,Low
1,2487.47,5.4,18.1786,43.536,Low
1,7231.78,4.3,-83.2841,1.51,Low
1,61811.59,5.3,14.1475,-9.8436,Low
1,8564.33,5.4,-74.4359,-13.5756,Low
1.5,72654.16,5.7,-76.5144,4.36564,Low
1.5,19293.46,5.9,-46.9628,-24.1892,Low
1.5,117999.31,5.5,158.657,-8.14626,Low
1.5,47811.61,5.2,-122.912,46.9122,Low
1.5,225551.3,6.3,-64.2917,-24.1484,Low
1,76952.38,5.9,-1.27299,52.548,Low
1.5,15152.49,5.4,-7.833,19.289,Low
2,188226.85,6.1,-6.1614,32.6552,Low
1,8472.93,5,122.968,9.897,Low
1,5261.79,5.5,113.773,3.3451,Low
1,668.98,5.7,12.264,-2.63531,Low
1,27786.65,5.6,46.5192,-17.6884,Medium
2,13286.58,6.9,0.76865,29.6139,Medium
1,477523.5,6.8,12.56,-2.171,Medium
1,42745.5,5.9,15.686,-29.4144,Low
1,17181.28,5.1,124.958,7.12112,Low
1,118639.65,7,-44.8911,-16.5964,Low
1,14541.8,4.8,-7.1394,19.3268,Low
1,1949.52,4.9,24.9346,47.662,Low
2,173199.93,6.5,-2.699,42.2483,Low
1,7293.87,4.9,178.47,-17.7394,Low
1.5,29579.28,5.9,17.58,16.8877,Low
1,35113.3,5.9,-123.769,42.842,Low
1.5,76573.83,6.3,11.98,6.64146,Low
1,776847.75,6.9,143.136,-17.1271,Low
1,3619.7,5.9,125.4,8.44783,Low
1,125967.31,6.4,34.277,-22.9238,Low
1,126659.3,5.6,13.139,-3.32927,Low
1,66257.6,5.3,-123.524,44.6568,Low
1,31335.84,6.4,-89.4584,41.441,Low
1.5,39997.97,6.3,-58.5766,7.829,High
1,195388.17,5.6,-74.2318,8.99892,Low
1,21321.94,5,-1.73435,51.4945,Low
1,494.87,4.4,-155.457,19.6228,Low
1,5423.64,4.6,13.1575,41.8299,Low
2,5897.15,6.4,11.823,4.93715,Low
2,15654.67,5.5,1.112,7.55485,Low
2,2417.57,5.3,121.769,17.241,Low
2,2219.9,4.1,12.188,45.242,Low
2,3824.19,5.9,8.7993,8.5729,High
2,13384.49,6.4,-49.347,-25.669,Very High
1,61388.9,5.4,-66.442,9.77453,Very High
1,15549.84,5.6,147.33,-21.5562,Low
1,21766.4,5.2,121.351,17.9542,Low
1,36155.63,5.2,17.711,15.739,Low
1.5,35294.6,5.3,-76.179,2.6944,Low
1.5,183486.6,5.7,151.493,-3.472,Low
1,76453.89,5.7,2.935,-33.119,Low
1,2549.96,5.1,43.595,0.82945,Low
1.5,75156.68,5.9,-122.774,47.143,Low
1.5,37962.69,5.2,35.1248,0.48733,Low
1.5,111938.61,5.5,43.4984,1.25298,Low
2,7459.9,6.1,16.323,2.743,High
2,14672.71,6.5,-4.77346,33.7318,Low
2,13323.96,5.7,49.7849,15.5457,High
2,96385.8,6.7,-89.2869,15.8519,Low
1.5,3992.29,5.1,17.456,14.8977,Low
1.5,39424.59,6.2,-85.9579,11.4788,Low
1,45128.33,5.1,41.9,4,Low
1.5,29937.67,5.5,19.819,19.1585,Low
1,11139.97,4.8,29.8894,-1.71681,Low
2,13945.83,5.2,-86.3712,12.66,Low
1,81576.3,5.5,29.6649,9.24385,Low
2,34761.7,6.1,3.48,32.24,High
2,1712.58,5.3,-96.7984,19.5718,High
1,6852.64,4.4,18.721,21.9351,High
1.5,1647.14,4.7,-89.338,15.6894,High
2,58984.46,5.8,14.593,21.8994,Medium
1.5,165834.29,6.8,13.177,17.8213,Medium
2,168134.51,6.4,78.9384,3.5218,Medium
2,464318,6.9,84.464,2.9522,Low
1.5,1643.82,3.9,-66.5533,18.513,Low
1.5,4834.8,4.2,121.569,24.6669,Low
