Dis Mag Value,Latitude,Longitude,Affected
7,-1.735625136,105.0704355,Low
5,39.1672308,1.017006087,Low
7,-25.31278669,-69.65536681,Low
7,10.77564151,123.0511909,Low
7,35.4589006,134.6558621,Low
6,44.00689363,-4.687921995,Low
6,1.922368472,119.0545362,Low
7,29.72312174,101.444813,Low
5,39.27522672,4.794806186,Low
6,29.12206423,66.52491121,Low
5,39.2038477,18.10587318,Low
6,-5.087616105,114.3733518,Low
7,-1.776734915,-165.5158223,Low
8,-36.78404223,-72.78962882,Low
7,42.3050499,139.1267778,Low
5,39.41154553,44.47272599,Low
5,36.90053534,46.0066043,Low
7,9.594334209,-82.021719,Low
5,7.069008685,123.5473227,Low
5,36.149654,25.40519506,Low
6,-1.820446027,119.2912092,Low
7,30.29225616,61.1310124,Low
6,27.71230249,-141.7756067,Low
5,38.99941798,41.06437939,Low
7,35.68498422,70.33512658,Low
7,26.01954843,123.7496774,Low
6,39.77077532,71.40935383,Low
7,18.20178526,-103.089191,Low
6,11.91644697,-85.56550783,Low
5,38.21268091,22.68498277,Low
7,34.9386364,70.87310091,Low
5,35.30326247,139.3566176,Low
7,7.534799443,96.99030237,Low
6,-1.803239355,-79.72344929,Low
7,2.294616918,-79.26951403,Low
4,24.89876077,104.9943985,Low
7,-20.32723691,-70.16281563,Low
5,10.49477141,-68.60769992,Low
5,38.64854874,21.13765196,Low
5,33.43722136,72.63178849,Low
7,29.19141296,59.25667738,Low
5,35.82782995,53.04174493,Low
5,34.68388029,50.82045701,Low
7,1.143888121,82.16013399,Low
6,-1.595788422,-79.96418869,Low
7,-14.09235558,-75.17115476,Low
5,-12.71595466,-75.9684418,Low
6,9.014675999,-80.08307246,Low
6,-1.873875646,-79.86668804,Low
5,44.55594327,16.19117673,Low
6,-1.045590682,-78.18706275,Low
7,47.05710274,54.72871364,Low
7,41.45457203,144.4411676,Low
6,39.6748678,123.1093934,Low
6,11.56154849,-66.84932252,Low
8,-28.48746438,-73.57765469,Low
5,42.39160609,16.30462796,Low
6,37.94666056,27.40876326,Low
7,19.07354529,99.25546027,Low
6,15.36144961,-93.88714277,Low
5,34.00940353,70.99629217,Low
7,2.160267169,-79.30848341,Low
5,37.19164008,3.213153678,Low
8,-32.33855217,-71.69074949,Low
7,15.27432601,167.9152514,Low
6,27.48588068,65.81056982,Low
7,6.262534002,152.692909,Low
6,38.92274721,20.60170482,Low
7,-14.48756868,-74.64230735,Low
5,39.1653871,44.23564648,Low
5,34.74162656,50.42889952,Low
5,6.929053502,120.7937548,Low
5,37.84199105,-115.3882211,Low
6,38.86024275,142.4808161,Low
6,43.8888991,7.04953496,Low
6,35.26377473,139.7275381,Low
6,27.17351486,66.03285221,Low
6,48.35160109,4.206217472,Low
7,34.85064195,71.31128966,Low
7,30.14309405,98.99844355,Low
6,28.14020596,65.95907293,Low
6,29.23645042,66.63746721,Low
6,28.8222056,66.29382636,Low
7,22.520729,119.0420189,Low
5,38.02984568,3.642151509,Low
7,14.83830981,172.9831228,Low
7,18.87540387,99.43195938,Low
5,-0.226814472,-78.2628359,Low
7,-2.232497892,100.8357208,Low
5,44.8238144,17.21567529,Low
4,26.54534736,27.10616579,Low
6,27.0248989,53.85410729,Low
7,10.12382122,122.9773557,Low
5,40.54860934,42.56418026,Low
6,32.99312723,75.32253294,Low
7,28.04822575,61.88287147,Low
7,4.386685316,135.4492736,Low
7,2.56108779,94.28036389,Low
7,42.03016953,137.1544577,Low
6,34.34651572,70.96603189,Low
7,-3.228497793,145.6295581,Low
7,3.190265867,95.48342339,Low
5,33.00639826,48.81236552,Low
5,38.58753185,44.87989608,Low
6,2.430674359,118.7402039,Low
7,-1.357616172,99.5742224,Low
7,11.35855376,166.3520048,Low
6,-5.475741053,113.1548679,Low
6,34.51091355,70.28970678,Low
5,-0.403409687,-78.21280059,Low
8,-27.08896473,-71.09903736,Low
6,33.75353758,72.29268994,Low
6,6.756734448,125.6116149,Low
5,38.73545068,23.00533214,Low
6,34.42695748,70.46332586,Low
6,38.27926254,26.97368981,Low
7,8.764158766,123.3709716,Low
6,-1.503203663,-79.00505453,Low
6,0.735000619,-78.90634435,Low
6,48.42962047,57.92498215,Low
7,-22.34194872,-68.71744458,Low
7,15.01213891,170.9626852,Low
5,27.56640023,55.50197125,Low
6,24.78458146,117.0845119,Low
7,36.20280769,70.6344048,Low
5,8.57200829,122.6792298,Low
6,22.8914605,-104.8948969,Low
6,35.83189412,69.81341696,Low
4,43.95884481,13.13793639,Low
5,40.57702943,43.35497709,Low
6,26.92448186,-110.0250291,Low
6,28.38819814,53.28147193,Low
6,42.30894888,44.86979298,Low
6,-1.50059937,-78.99912957,Low
6,38.88905429,24.17162002,Low
6,26.23613168,66.92388477,Low
5,22.92982165,102.5763747,Low
6,36.34503382,69.86779147,Low
5,38.12985629,23.36325202,Low
5,39.32187868,41.29478833,Low
8,-12.45827129,-165.7012456,Low
4,25.48623701,106.1944074,Low
6,28.69651354,117.3418759,Low
6,-10.73935161,-76.90422793,Low
4,26.69710684,26.86894005,Low
5,29.28221896,102.3589948,Low
4,8.420907494,122.135267,Low
8,7.915838367,124.1724863,Low
6,31.31055256,101.5332977,Low
5,29.86026141,104.2447432,Low
7,16.70077835,-98.98580034,Low
6,44.31561688,17.62074154,Low
6,38.05100653,71.40577173,Low
3,8.251346823,122.1294011,Low
6,38.68113798,23.03743216,Low
5,38.54477496,1.175817973,Low
7,30.4012502,98.41464322,Low
6,39.17722239,71.40811752,Low
7,35.60141351,71.13334353,Low
6,36.03876767,69.75201098,Low
5,39.33325874,40.27317678,Low
7,10.54404974,163.4595123,Low
7,30.89899532,101.1405964,Low
7,4.71911682,132.2434792,Low
7,23.11628773,98.78909409,Low
6,46.47323789,14.34539545,Low
6,36.09348815,69.9988115,Low
6,33.50856431,122.5974768,Low
7,-7.958733092,-75.51813213,Low
6,28.95649758,-139.6440466,Low
7,34.62817824,71.26532608,Low
6,41.86705848,19.03805615,Low
7,-2.907135818,100.9301679,Low
8,-27.52028756,-70.42612598,Low
7,28.08365977,102.7451035,Low
7,-31.32905298,-71.44438727,Low
5,37.95352818,21.56013992,Low
7,-2.788331092,96.5070194,Low
7,-2.744370963,-77.47473117,Low
7,27.38979691,64.64988394,Low
6,31.35967429,-114.1360305,Low
6,38.6080464,21.88383666,Low
5,-0.496031795,-78.18655766,Low
5,0.171315938,-78.46891316,Low
5,27.05891209,104.6952181,Low
5,41.9496611,4.286091827,Low
4,43.77803998,11.97141865,Low
8,-45.48953034,-71.80541133,Low
5,27.78950813,56.92971777,Low
7,18.0985437,-102.2174354,Low
7,1.497146337,-79.4977855,Low
5,42.10596588,89.78963884,Very High
7,34.57739433,58.2,Very High
4,7.534155927,82.54114606,Very High
5,12.06062474,85.7517216,Very High
5,37.47836362,3.724227084,Very High
6,39.7659211,41.26424359,Very High
5,41.63753705,90.58456666,Very High
5,34.19927439,118.2970047,Very High
6,13.2951801,-69.01985176,Very High
5,39.09234239,43.09805412,Very High
7,32.63769492,68.61263893,Very High
6,24.29092397,120.3171798,Very High
6,23.68432508,120.9049906,Very High
6,22.29005429,99.37086441,Very High
6,34.76649636,57.33375412,Very High
5,41.28386746,4.019705442,Very High
6,8.91583252,-82.6699199,Very High
7,19.92113823,121.7565332,Very High
5,43.67359526,8.12094867,Very High
5,33.24262348,34.16883026,Very High
4,31.19673555,33.34865064,Very High
6,36.44184422,38.26348021,Very High
5,38.6722768,43.82518703,Very High
6,8.442006479,-80.90960841,Very High
6,40.56301018,23.70883073,Very High
6,44.72086809,17.83514493,Very High
6,31.13079223,87.01530305,Very High
6,13.69892928,129.9787208,Very High
5,38.26560558,4.392568883,Very High
7,34.04671562,58.2,Very High
5,37.71320318,6.324356328,Very High
5,35.38584489,27.21519647,Very High
6,25.6677319,102.6003562,Very High
6,33.97476271,118.1022417,Very High
5,36.60538725,56.85886263,Very High
5,35.73852425,56.23522944,Very High
6,22.02864943,99.22980654,Very High
5,36.51394656,2.538360935,Very High
6,23.91266447,96.60387583,Very High
6,39.54077828,40.53252942,Very High
6,22.53180801,121.7419021,Very High
6,-4.051143222,141.9642356,Very High
7,35.20676169,58.08227352,Very High
5,32.63556753,68.82243609,Very High
7,34.67780936,58.2,Very High
6,38.53878947,26.8284919,Very High
6,35.44422595,58.34253996,Very High
6,-3.707286765,-76.56934256,Very High
6,31.2233905,101.4200121,Very High
5,31.54300005,77.08164416,Very High
6,-5.332782234,-76.1727861,Very High
6,21.32352359,-99.09621839,Very High
5,35.69078272,137.3506754,Very High
5,29.65159761,51.88176246,Very High
5,37.26776191,1.159132993,Very High
6,30.09586597,67.16165361,Very High
6,27.90976571,96.88909152,Very High
4,3.413207382,79.0300159,Very High
6,14.19823302,-93.02590995,Very High
5,38.42040565,9.328679859,Very High
5,44.88080147,8.89499559,Very High
5,40.78326708,87.31523745,Very High
6,21.91490283,121.7741674,Very High
4,35.4127473,29.74753489,Very High
5,-14.23533699,-44.692797,Very High
7,-5.111718709,-75.6467726,Very High
7,40.63999499,26.8977905,Very High
7,34.39372871,58.2,Very High
6,14.8465511,-61.73179695,Very High
6,10.26876743,-83.60410858,Very High
5,41.48591388,19.05635947,Very High
7,39.7464366,39.6606902,Very High
7,3.753973473,-71.55409845,Very High
5,34.65527757,131.9590936,Very High
6,42.52119547,23.29933872,Very High
6,28.38252547,102.1981425,Very High
6,37.76145538,39.92250836,Very High
5,37.03624878,98.39299302,Very High
6,10.05093404,-84.33021986,Very High
5,40.00563723,5.592182641,Very High
7,20.71467254,121.6881957,Very High
5,35.15916075,69.61386777,Very High
6,35.89016077,28.36346672,Very High
7,39.30167785,24.45713356,Very High
5,36.52363793,3.021755872,Very High
6,24.07691361,121.5594942,Very High
6,6.176466954,-78.04585721,Very High
6,40.05609234,124.0352084,Very High
4,11.53654654,85.85230195,Very High
5,41.31081399,6.334793893,Very High
5,16.18140266,91.70807653,Very High
5,27.63806104,55.63519931,Very High
6,36.78042067,27.88681825,Very High
6,21.04438415,121.0356278,Very High
6,-11.91684571,-72.43142529,Very High
5,35.69874268,69.36542831,Very High
7,20.2025019,121.7323028,Very High
6,28.54214379,-109.6910537,Very High
6,27.75435697,91.48838514,Very High
5,-15.15976938,-55.11807466,Very High
7,23.45366968,121.5707765,Very High
7,3.252145488,-79.84779153,Very High
6,27.87329891,-108.782372,Very High
5,37.05367367,3.081218378,Very High
5,35.72291974,0.575851034,Very High
5,41.36516736,88.05084155,Very High
6,23.97342642,121.6372179,Very High
6,28.88197242,119.2954633,Very High
7,41.15314676,26.08319938,Very High
6,10.67117322,-79.58908565,Very High
6,24.68863034,-103.8572133,Very High
5,35.24497475,59.30616979,Very High
6,33.31382132,100.8474303,Very High
6,22.47188636,99.46898364,Very High
6,10.19004347,-83.86652178,Very High
5,26.13823524,69.84243062,Very High
5,41.02332299,87.41546231,Very High
6,15.49243114,-95.38857164,Very High
7,35.04892248,70.431626,Very High
6,37.79449731,129.8576469,Very High
6,36.86798175,27.83993772,Very High
6,18.25727893,121.6419283,Very High
7,2.73185484,128.7197366,Very High
5,44.07648074,8.366394581,Very High
5,35.92244058,69.35547454,Very High
5,35.67285692,59.11288094,Very High
6,24.84074133,101.8638471,Very High
5,34.09421026,118.2165014,Very High
6,31.67636831,57.50353794,Very High
5,35.3144005,69.38253019,Very High
6,42.38800552,23.65579568,Very High
7,15.8499982,88.44948067,Very High
7,38.94825953,24.63494536,Very High
6,12.17462033,-87.64585229,Very High
5,36.72642127,54.90996268,Very High
7,40.13185127,26.62206952,Very High
5,35.20022688,63.34059418,Very High
6,23.67645966,120.8918778,Very High
5,36.61489803,2.801043842,Very High
6,34.19582547,58.25434841,Very High
6,35.49873101,70.01069545,Very High
6,32.61607409,67.90075868,Very High
5,30.190183,66.98171887,Very High
6,-5.427115711,145.2265316,Very High
6,14.92853157,122.2535699,Very High
5,35.7470343,0.648961891,Very High
6,23.13031487,99.27118119,Very High
6,33.8312091,68.41801061,Very High
6,29.117571,-110.4728197,Very High
6,6.072229506,73.42614408,Very High
6,18.57358502,121.9489243,Very High
6,23.480438,120.502134,Very High
5,39.5229596,42.35265636,Very High
6,38.80145729,127.7067605,Very High
5,35.53929044,69.37252338,Very High
5,39.60975998,12.72478536,Very High
5,32.56837448,58.26933568,Very High
7,34.82909023,70.26578847,Very High
6,34.04546274,118.1820913,Very High
6,6.764464953,124.4068522,Very High
6,35.85077555,69.27768845,Very High
6,6.800640924,-82.53905174,Very High
6,40.06821131,27.34753339,Very High
4,12.16413805,86.36075999,Very High
6,35.13568597,58.51519257,Very High
6,36.88463991,28.36013304,Very High
5,29.97018157,57.24316972,Very High
5,36.5422733,2.612069133,Very High
5,35.36560857,69.09633677,Very High
7,39.23489755,24.39848328,Very High
6,23.94817843,121.3448734,Very High
5,38.81176256,34.69540848,Very High
5,35.20479692,62.45541106,Very High
6,34.07392065,118.2021793,Very High
6,34.66212157,68.77170882,Very High
6,19.62968698,122.0163147,Very High
5,35.43969749,123.310679,Very High
5,35.58946553,58.64113226,Very High
6,24.84830526,101.8708666,Very High
6,5.178293105,-80.84592403,Very High
7,26.90681026,120.2907374,Very High
7,39.92028548,141.0985425,Very High
6,26.76129826,102.6422067,Very High
7,39.63393807,139.9617478,Very High
5,27.47497758,55.93920347,Very High
5,36.24900019,1.848951691,Very High
7,39.32810856,138.7476095,Very High
6,27.06425711,68.37429716,Very High
6,25.65865025,120.957395,Very High
5,37.89528359,74.41087855,Very High
6,30.21206594,89.94666417,Very High
6,32.63786489,55.39630794,Very High
5,32.79398526,58.3584415,Very High
7,34.97872022,119.0472859,Very High
6,36.24814053,123.2011952,Very High
6,30.87017098,101.5167611,Very High
7,39.5768513,24.69880661,Very High
5,28.89924883,82.353585,Very High
5,35.21809109,59.88043433,Very High
5,38.24067478,28.78500284,Very High
6,25.03507047,101.9373789,Very High
7,6.021132591,-77.95071424,Very High
5,-12.72778739,-50.15242672,Very High
7,2.899678334,-80.11175955,Very High
5,24.98399042,121.3716744,Very High
6,10.51111004,-83.98335679,Very High
6,18.30818496,121.8954373,Very High
6,34.48958736,37.20303365,Very High
7,-0.783847985,-78.58920842,Very High
6,24.42148147,121.5564723,Very High
7,41.21669248,26.44418259,Very High
5,43.66313792,16.29296069,Very High
6,21.91801959,98.13142494,Very High
7,39.4811256,123.1750689,Very High
5,-15.13511443,-52.71651978,Very High
5,25.32547189,120.1184815,Very High
5,36.80196568,3.287807141,Very High
6,23.75677236,120.9675195,Very High
6,7.194122194,-82.78022392,Very High
5,36.71262496,55.29787072,Very High
6,10.27691404,-83.5769532,Very High
5,36.47994549,57.63989633,Very High
5,36.33541506,56.02158738,Very High
5,41.39709254,24.59710548,Very High
5,36.10729112,0.487684216,Very High
6,38.69820501,127.9273094,Very High
5,35.87216064,57.05927842,Very High
6,27.55851336,122.169054,Very High
7,1.562598287,-79.30176164,Very High
6,23.47942403,120.5022447,Very High
5,38.69961564,43.50727736,Very High
6,27.53343652,119.5972785,Very High
5,-15.25740206,-64.62814165,Very High
6,10.29267977,-83.52440078,Very High
6,21.97536378,98.2230242,Very High
7,40.49978731,142.9895004,Very High
6,23.12801669,97.64869096,Very High
6,26.96702851,68.4131886,Very High
5,38.31140634,28.72936814,Very High
7,0.316008336,-78.32628098,Very High
4,28.68838602,82.28820984,Very High
7,35.32011831,56.10864276,Very High
5,35.20889379,61.66187955,Very High
6,7.11312052,-79.62693308,Very High
6,33.37264695,68.22281242,Very High
6,27.41119264,119.6246378,Very High
5,36.36783606,58.33791944,Very High
5,38.16334947,28.84582393,Very High
5,34.31760984,122.433895,Very High
6,22.35619417,99.40655446,Very High
6,23.73615769,120.9914033,Very High
6,29.84551235,91.0519812,Very High
6,11.67973152,122.5469283,Very High
4,30.42094823,31.8397443,Very High
6,5.979732718,125.1982891,Very High
4,15.08574363,83.53445937,Very High
7,38.6243696,135.9537769,Very High
6,34.90948609,97.00706204,Very High
6,9.773877223,-83.22736241,Very High
5,35.24007149,59.30838476,Very High
7,40.49012278,124.3369579,Very High
6,29.5083821,119.1552669,Very High
6,23.23554198,120.8880207,Very High
5,38.47671745,2.780611634,Very High
5,37.05942403,4.934680685,Very High
6,37.84718753,27.3156673,Very High
5,34.30609823,122.1091664,Very High
6,-4.220982707,144.162739,Very High
4,31.03516155,33.03438922,Very High
5,35.2775226,69.06221364,Very High
6,16.71304515,121.9803951,Very High
5,34.96281033,32.30255411,Very High
6,39.38248994,27.88689526,Very High
6,23.51507282,97.1332978,Very High
5,42.66396096,22.84368958,Very High
6,39.17340972,126.9122628,Very High
6,11.45077597,-86.47100053,Very High
6,6.003714874,125.1741021,Very High
5,39.08441722,43.11177257,Very High
6,40.39173399,25.08642893,Very High
5,34.09200265,68.83792982,Very High
7,35.14050868,55.54759679,Very High
5,35.59560607,58.34311241,Very High
6,25.36183782,102.2798043,Very High
6,4.108583835,-81.22967314,Very High
7,32.11792882,68.22053665,Very High
6,34.24474788,-117.6920078,Very High
6,35.20064884,58.23451236,Very High
5,37.42405837,29.63228112,Very High
6,23.44897362,120.5055665,Very High
7,40.45695177,124.0697015,Very High
6,31.46042346,67.40882773,Very High
6,34.48381151,58.64260234,Very High
5,38.90615365,28.26156294,Very High
5,36.48011497,57.63884113,Very High
6,24.86537228,70.07479341,Very High
6,14.91024938,-90.02263821,Very High
5,43.00994186,7.66341231,Very High
6,47.02654956,12.13404627,Very High
7,-17.97467494,148.9479949,Very High
7,40.44707239,25.46308451,Very High
5,38.95903723,77.28569102,Very High
5,34.74184796,69.17043795,Very High
5,45.2206419,8.906459618,Very High
7,3.214996486,-76.53021763,Very High
6,32.64009333,118.4543601,Very High
6,31.11444435,67.26155326,Very High
7,35.20820447,58.05715348,Very High
6,38.83838265,40.81761675,Very High
7,38.85002436,26.94761286,Very High
6,9.862786308,-84.38691937,Very High
6,21.59435477,85.61268709,Very High
6,33.08663902,118.3544189,Very High
5,40.09511851,5.653872888,Very High
6,5.878235911,125.3006531,Very High
5,45.70061874,8.922650946,Very High
6,6.591025077,-78.32899303,Very High
4,31.19175147,33.33895661,Very High
6,9.967743606,-84.47341684,Very High
6,15.14968067,-94.60381139,Very High
5,36.60704045,132.3940781,Very High
7,-37.77984758,168.5149439,Very High
4,29.95182275,66.96765414,Very High
5,31.22882258,57.19130276,Very High
6,28.47983707,95.17008068,Very High
6,34.07644847,94.70055,Very High
6,11.39030907,-85.99636773,Very High
6,38.72927687,25.85887815,Very High
6,37.42072437,39.63930338,Very High
7,36.82274223,129.1152679,Very High
6,23.33978304,120.7670283,Very High
6,23.49332465,120.5007282,Very High
5,35.45026754,119.4510063,Very High
6,30.39495911,118.9546875,Very High
5,36.12543292,58.7401194,Very High
6,31.87539537,88.60628078,Very High
6,34.41644138,36.5248755,Very High
6,22.11822955,99.27814528,Very High
6,6.272394672,124.9031267,Very High
5,35.99916712,57.60162282,Very High
6,12.30532495,131.0897406,Very High
6,25.17772055,102.0868645,Very High
6,35.333,-118.917,Very High
5,36.33066113,2.418409501,Very High
7,40.99630711,26.40252518,Very High
7,34.03509674,58.2,Very High
5,38.72208062,43.39193409,Very High
6,35.58281525,54.96881928,Very High
6,40.26073621,23.81638834,Very High
8,6.369107118,134.516956,Very High
6,15.47100624,-95.61069974,Very High
6,5.065192142,-81.7420418,Very High
4,10.62942517,84.76014438,Very High
7,18.92018047,93.8441444,Very High
5,28.76385681,82.20468503,Very High
6,14.53355723,-93.84475365,Very High
7,23.12984385,121.1169269,Very High
6,10.09301554,-84.06303017,Very High
6,24.01413227,100.8675193,Very High
6,23.30340705,120.7642448,Very High
5,36.59269167,3.000190242,Very High
5,40.95133794,6.070730334,Very High
5,41.36964437,18.66397748,Very High
5,33.02263265,118.5092087,Very High
6,34.69779852,57.41139208,Very High
6,35.54875398,37.63954045,Very High
6,35.85080571,99.613385,Very High
6,37.57103174,28.04696677,Very High
6,15.69662835,123.5732398,Very High
6,22.02751183,123.338945,Very High
6,24.07080381,121.5392937,Very High
7,34.07532582,58.2,Very High
6,29.58142473,91.84831919,Very High
6,35.34271003,100.2917051,Very High
6,-7.820085021,-74.84056266,Very High
6,33.07995444,100.9114878,Very High
6,30.61539052,87.67871258,Very High
6,8.525790424,71.57126668,Very High
5,27.20905092,69.78866545,Very High
5,40.36633672,92.74180471,Very High
5,38.11735814,28.80525899,Very High
6,2.540275305,-75.641727,Very High
5,37.15523317,3.566249684,Very High
6,39.88755114,41.65954121,Very High
5,42.46576482,6.640869271,Very High
6,16.70795386,89.80908055,Very High
6,7.051052727,-82.69253392,Very High
5,33.9076576,118.3248288,Very High
4,1.307386481,77.3219888,Very High
5,33.65806389,68.61589519,Very High
5,36.6111775,56.82281095,Very High
5,25.75184239,83.66903512,Very High
6,18.58221061,121.3516187,Very High
7,34.61757525,56.76374738,Very High
6,35.67063787,57.297032,Very High
6,35.10260255,70.51991365,Very High
6,33.28055608,92.49688552,Very High
6,35.29502747,57.35888309,Very High
6,9.337277164,123.0054141,Very High
5,35.81852425,58.70470406,Very High
7,37.47198492,38.21346535,Very High
6,39.09473605,122.8129132,Very High
6,39.14274038,123.8988255,Very High
6,34.49823066,95.86837925,Very High
6,38.30651087,122.0858004,Very High
5,24.87346732,69.16983756,Very High
5,38.33378461,28.59616142,Very High
6,25.08610786,120.145014,Very High
6,34.07349692,118.2018802,Very High
7,34.36593268,118.4854853,Very High
6,14.23768939,122.4800806,Very High
5,40.7253831,5.018574301,Very High
5,33.02766549,69.08487734,Very High
6,42.30360207,23.88168505,Very High
6,35.22066353,59.29910303,Very High
5,41.53396236,5.706995763,Very High
5,37.69285232,3.997700959,Very High
4,31.066711,67.77236003,Very High
6,33.75566434,36.38683399,Very High
6,22.99421173,99.79872618,Very High
6,19.80961645,69.14762872,Very High
6,20.8177757,121.0812696,Very High
6,21.93450202,98.1577533,Very High
6,35.54783534,69.94890676,Very High
6,16.29899394,-97.30748024,Very High
6,29.10855863,67.55657655,Very High
5,36.94158681,71.83349662,Very High
6,33.94478243,69.69872731,Very High
5,39.47219594,4.699005045,Very High
5,34.16847269,71.38989941,Very High
6,39.30029956,26.11255113,Very High
6,-2.385198876,-64.34582295,Very High
5,41.13924821,87.46386181,Very High
6,35.41437114,55.10442095,Very High
6,24.28045097,120.3195175,Very High
6,19.06998414,121.466291,Very High
7,0.3440804,-78.34082797,Very High
5,30.543828,57.16408166,Very High
6,39.88826918,41.44192198,Very High
6,23.94404951,98.09098701,Very High
7,11.87165842,-66.0150466,Very High
6,22.49809429,99.48312583,Very High
7,12.76557817,-93.58492976,Very High
6,28.81121956,119.3081968,Very High
6,24.17419384,120.349109,Very High
6,14.62835884,123.9961208,Very High
5,29.44990212,56.73944882,Very High
6,29.5516429,89.44897288,Very High
5,36.72385124,56.12127431,Very High
6,34.07738743,118.2046264,Very High
6,10.00348616,-84.48837946,Very High
7,15.16293915,-96.23819027,Very High
6,27.7574144,70.19075187,Very High
7,-24.91244036,159.8378219,Very High
6,36.82015822,39.14013151,Very High
6,23.78257096,100.624862,Very High
6,6.645322436,-78.83728759,Very High
5,35.21372636,60.72584722,Very High
6,23.98387703,121.4043883,Very High
6,1.988001291,129.5496369,Very High
5,34.06808093,29.33901506,Very High
6,32.67480379,-115.305618,Very High
7,7.327056896,127.0747589,Very High
6,26.06073448,102.8340954,Very High
7,-0.417948209,-77.94594363,Very High
6,13.41641457,-90.63533158,Very High
5,40.27680186,15.25130923,Very High
6,9.413187317,129.3033495,Very High
6,29.65637461,119.6947524,Very High
6,16.38619377,122.0516891,Very High
6,18.86892743,121.9334773,Very High
6,26.61716267,68.55313493,Very High
7,38.321084,26.84905328,Very High
5,24.18553688,84.40129293,Very High
7,41.29541021,26.32656249,Very High
6,9.897128045,-82.9383209,Very High
5,35.85614748,58.58295372,Very High
6,32.01072653,-114.2166061,Very High
6,12.13807805,-74.45570374,Very High
6,35.1899465,62.78536576,Very High
6,4.632022302,-81.51003185,Very High
5,27.57754015,79.822155,Very High
6,35.13774826,68.61538704,Very High
7,38.78885186,141.126486,Very High
6,27.07851783,99.52612133,Very High
6,38.20920013,27.62452788,Very High
6,39.26942114,40.23891066,Very High
7,34.4146204,119.7606408,Very High
4,10.58436657,83.94853054,Very High
5,39.23296251,94.66515065,Very High
5,36.39125673,30.75279489,Very High
6,16.70044178,89.79708106,Very High
6,36.52609613,26.29285304,Very High
5,38.42627902,4.503340473,Very High
5,35.58319336,59.15338501,Very High
6,13.73058824,123.3239671,Very High
6,33.15879411,118.3382699,Very High
5,36.75854357,54.90830948,Very High
5,34.0930907,118.2157111,Very High
6,24.00975276,121.447527,Very High
6,23.46987751,120.5032861,Very High
5,40.58024559,15.99994394,Very High
6,31.57206782,55.55820955,Very High
7,35.24965594,57.33544985,Very High
7,-1.178706855,-77.55171739,Very High
6,9.33470062,-83.7000467,Very High
7,39.02837519,26.90231741,Very High
6,33.41253957,35.97008766,Very High
5,36.92384822,98.58373775,Very High
6,23.48794323,120.5013153,Very High
5,36.2617414,58.81967444,Very High
5,36.12530727,1.795814931,Very High
6,30.86505797,52.24663631,Very High
5,37.49737653,97.6104552,Very High
5,35.96142709,1.100666046,Very High
7,-12.72140667,147.2490444,Very High
6,10.1079859,125.0851922,Very High
6,26.40882523,119.8444394,Very High
6,34.76124446,68.8139029,Very High
6,22.96642234,69.99102909,Very High
6,9.654175607,-83.18045292,Very High
6,34.09174877,68.52891569,Very High
5,35.94299517,137.6679235,Very High
6,32.68467535,57.56109603,Very High
6,25.6400943,102.6056708,Very High
6,16.00018451,88.67851895,Very High
4,31.21270041,67.8700745,Very High
6,29.14245895,119.2371639,Very High
5,38.34666049,30.57482439,Very High
6,33.27186194,100.8589232,Very High
6,23.48584886,120.5015438,Very High
6,18.81066155,93.16785921,Very High
5,35.31338454,87.33130899,Very High
6,35.720048,56.40972547,Very High
6,15.6009179,88.19216913,Very High
6,9.617963458,-84.18515581,Very High
6,22.49706754,120.7135638,Very High
5,36.61532176,3.036652906,Very High
5,30.78414889,57.07835361,Very High
6,38.75362841,122.4982522,Very High
7,18.95643927,93.90785528,Very High
6,37.23105707,27.64554584,Very High
6,10.49092998,-82.19370149,Very High
5,28.52873539,53.97489179,Very High
6,35.80098411,66.57330988,Very High
5,39.35293414,42.64697019,Very High
6,35.51952226,54.9720767,Very High
5,41.68985764,24.2149095,Very High
6,19.54675094,69.07739923,Very High
6,8.221541182,-81.49795267,Very High
6,12.70646346,71.9531656,Very High
6,9.625452478,-82.55955419,Very High
5,36.43718661,56.15520113,Very High
6,9.833609733,-82.84976446,Very High
6,38.88866041,25.07826867,Very High
6,14.87600976,87.83686006,Very High
6,15.65236618,122.7626999,Very High
6,-1.270094927,141.91244,Very High
7,34.44811352,69.97838644,Very High
5,37.28119605,121.1399799,Very High
5,42.49472886,6.668898179,Very High
5,33.59615555,69.46797181,Very High
6,23.87485048,-103.4448689,Very High
6,35.96595436,28.77928332,Very High
4,11.11374305,85.45865732,Very High
6,12.6535534,-89.88892368,Very High
6,17.89816244,87.34068057,Very High
6,23.86576266,121.2074741,Very High
5,36.2417161,99.74132191,Very High
7,40.79570963,25.76927766,Very High
6,24.56667719,101.6095072,Very High
7,23.09511404,121.1748099,Very High
5,24.55306825,69.31181136,Very High
6,10.2607379,-83.63087366,Very High
5,36.8680922,54.99959055,Very High
6,9.9187451,-83.86705343,Very High
6,-3.377234317,140.9118653,Very High
5,28.90799131,82.61565965,Very High
5,-9.956620911,-47.12418398,Very High
6,-11.47276069,146.1661839,Very High
6,35.68931387,56.27848425,Very High
7,35.11054696,119.168144,Very High
6,40.60416266,23.69418752,Very High
6,14.83340376,87.81366917,Very High
6,35.61654625,58.44311293,Very High
5,38.0732137,74.89173771,Very High
7,39.40589802,123.1061006,Very High
6,32.04256081,89.06912795,Very High
